ARW1R1.peg.4	iEK1008.Rv3141	38.5	327	194	5	1	325	1	322	2.3e-54	209.9
ARW1R1.peg.5	iCHOv1.100760626	35.1	476	283	9	2	459	6	473	7.4e-70	261.9
ARW1R1.peg.6	iJN1463.PP_0561	26.8	392	238	14	225	606	169	521	2.9e-17	87.8
ARW1R1.peg.9	iSynCJ816.SGL_RS06190	59.5	353	141	2	1	351	1	353	1.5e-118	423.3
ARW1R1.peg.10	iJN1463.PP_0137	33.2	428	264	8	2	425	3	412	4.1e-54	209.5
ARW1R1.peg.10	iCN718.ABAYE_RS16630	32.2	398	252	6	29	424	31	412	1.9e-51	200.7
ARW1R1.peg.10	iYO844.BSU10220	33.8	388	240	6	38	425	35	405	3.3e-51	199.9
ARW1R1.peg.10	iPC815.YPO0254	32.2	391	251	5	39	429	41	417	4.3e-51	199.5
ARW1R1.peg.10	iSbBS512_1146.SbBS512_E4598	31.9	398	255	6	28	424	30	412	4.7e-50	196.1
ARW1R1.peg.10	iSSON_1240.SSON_4258	31.9	398	255	6	28	424	30	412	4.7e-50	196.1
ARW1R1.peg.10	iML1515.b4077	31.9	398	255	6	28	424	30	412	6.2e-50	195.7
ARW1R1.peg.10	iYS854.USA300HOU_RS12895	33.3	429	257	8	2	424	5	410	1.1e-49	194.9
ARW1R1.peg.10	iHN637.CLJU_RS10210	33.1	387	242	6	38	424	39	408	1.8e-49	194.1
ARW1R1.peg.10	STM_v1_0.STM4283	33.0	388	242	6	39	424	41	412	5.2e-49	192.6
ARW1R1.peg.10	iYO844.BSU02340	34.2	386	235	7	39	424	30	396	5.8e-48	189.1
ARW1R1.peg.10	iYL1228.KPN_04480	32.5	388	244	6	39	424	42	413	5.8e-48	189.1
ARW1R1.peg.11	iJN1463.PP_4325	23.2	233	155	8	5	224	27	248	4.0e-05	45.8
ARW1R1.peg.18	iAF987.Gmet_1914	28.6	126	88	1	1	126	1	124	1.8e-07	53.5
ARW1R1.peg.18	iAF987.Gmet_0069	34.5	84	53	1	35	116	36	119	3.4e-06	49.3
ARW1R1.peg.19	iAF987.Gmet_2352	26.0	338	206	13	4	328	2	308	8.7e-15	78.6
ARW1R1.peg.20	iMM904.YKL218C	46.9	307	162	1	7	312	4	310	2.6e-74	276.2
ARW1R1.peg.20	iCN718.ABAYE_RS05860	45.1	315	172	1	1	314	1	315	1.3e-73	273.9
ARW1R1.peg.22	iCN900.CD630_35550	36.8	258	160	2	1	257	1	256	5.1e-44	175.3
ARW1R1.peg.22	iAF987.Gmet_1986	34.7	262	159	3	1	257	1	255	5.1e-44	175.3
ARW1R1.peg.22	iHN637.CLJU_RS20455	34.0	262	165	3	1	257	1	259	3.8e-39	159.1
ARW1R1.peg.23	iMM1415.20229	37.7	151	85	2	2	143	4	154	6.1e-24	107.8
ARW1R1.peg.23	iCHOv1.100689427	37.1	151	86	2	2	143	4	154	3.0e-23	105.5
ARW1R1.peg.23	iMM1415.69215	31.9	185	94	2	4	156	6	190	3.3e-22	102.1
ARW1R1.peg.23	iCHOv1.100757665	34.5	165	97	3	4	158	6	169	9.7e-22	100.5
ARW1R1.peg.29	iAT_PLT_636.4905	28.1	203	119	8	245	424	257	455	1.2e-13	75.1
ARW1R1.peg.29	iMM1415.18195	28.1	203	119	8	245	424	257	455	1.2e-13	75.1
ARW1R1.peg.48	iYO844.BSU30410	31.7	63	43	0	259	321	307	369	1.5e-04	44.7
ARW1R1.peg.52	iPC815.YPO2448	31.5	371	224	10	3	365	2	350	1.5e-44	177.6
ARW1R1.peg.53	iJN1463.PP_4935	35.7	577	347	9	28	588	20	588	5.5e-86	315.8
ARW1R1.peg.53	iCHOv1.100682535	36.9	523	323	5	75	592	111	631	7.2e-86	315.5
ARW1R1.peg.53	iMM1415.18670	37.0	525	324	5	75	594	108	630	1.6e-85	314.3
ARW1R1.peg.53	iAF987.Gmet_2349	34.4	575	359	5	28	594	7	571	8.3e-82	302.0
ARW1R1.peg.53	iPC815.YPO1395	34.0	570	359	10	34	595	22	582	1.5e-78	291.2
ARW1R1.peg.53	STM_v1_0.STM0984	32.7	590	382	11	12	595	2	582	2.8e-77	287.0
ARW1R1.peg.56	iML1515.b2047	35.1	350	210	8	111	452	121	461	3.2e-49	193.4
ARW1R1.peg.60	iSDY_1059.SDY_1022	31.3	163	87	6	85	229	15	170	1.5e-06	52.8
ARW1R1.peg.66	iYS854.USA300HOU_RS07120	27.2	383	258	9	4	372	7	382	1.4e-34	144.4
ARW1R1.peg.66	iSynCJ816.SGL_RS17805	28.3	374	256	7	4	367	27	398	3.1e-34	143.3
ARW1R1.peg.66	iYO844.BSU14190	27.4	365	259	5	1	362	3	364	4.5e-33	139.4
ARW1R1.peg.66	iYS854.USA300HOU_RS02885	26.5	381	254	9	2	367	13	382	5.8e-33	139.0
ARW1R1.peg.66	iSynCJ816.SGL_RS15740	28.5	369	247	8	4	360	14	377	2.2e-32	137.1
ARW1R1.peg.66	iNF517.LLMG_RS01525	27.4	379	253	8	1	367	1	369	4.9e-32	136.0
ARW1R1.peg.70	iNF517.LLMG_RS06045	33.9	186	103	4	4	186	61	229	2.9e-23	105.9
ARW1R1.peg.70	iCN900.CD630_20500	34.2	187	101	4	4	186	63	231	4.2e-22	102.1
ARW1R1.peg.78	iYO844.BSU26650	30.2	288	197	2	1	284	1	288	7.2e-31	131.7
ARW1R1.peg.78	STM_v1_0.STM0758	30.1	272	183	4	17	284	24	292	2.1e-30	130.2
ARW1R1.peg.78	iPC815.YPO1129	31.1	273	181	4	16	284	18	287	8.0e-30	128.3
ARW1R1.peg.78	iSSON_1240.SSON_0704	29.6	280	180	6	17	288	24	294	1.0e-29	127.9
ARW1R1.peg.78	iML1515.b0752	29.6	280	180	6	17	288	24	294	1.4e-29	127.5
ARW1R1.peg.78	iSDY_1059.SDY_0696	29.6	280	180	6	17	288	24	294	1.4e-29	127.5
ARW1R1.peg.78	iSF_1195.SF0552	29.6	280	180	6	17	288	24	294	1.4e-29	127.5
ARW1R1.peg.78	iSbBS512_1146.SbBS512_E0672	29.6	280	180	6	17	288	24	294	2.3e-29	126.7
