medium	description	compound	name
gam_medium	M9 medium containing D-Glucosamine as sole carbon source	so4	Sulfate
gam_medium	M9 medium containing D-Glucosamine as sole carbon source	zn2	Zn2+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	oxa	Oxalic Acid
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	ca2	Ca2+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	cl	Cl-
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	cobalt2	Co2+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	cu2	Cu2+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	fe2	Fe2+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	fe3	Fe3+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	h2o	H2O
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	h	H+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	k	K+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	mg2	Mg
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	mn2	Mn2+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	mobd	Molybdate
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	na1	Na+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	nh4	Ammonium
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	ni2	Ni2+
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	o2	O2
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	pi	Phosphate
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	so4	Sulfate
oxa_medium	M9 medium containing Oxalic Acid as sole carbon source	zn2	Zn2+
